step,loss_function,target_value,elapsed_time
1700,1.49725e-08,4.59962e+00,958
1800,1.49712e-08,4.59963e+00,961
1900,1.49888e-08,4.59952e+00,964
2000,1.49630e-08,4.59963e+00,966
0,1.49083e-08,4.59966e+00,966
100,1.25509e-08,4.59970e+00,969
200,1.25149e-08,4.59960e+00,972
300,1.24959e-08,4.59962e+00,975
400,1.24981e-08,4.59958e+00,978
500,1.24903e-08,4.59953e+00,981
600,1.24868e-08,4.59970e+00,984
700,1.25151e-08,4.59952e+00,987
800,1.25089e-08,4.59958e+00,990
900,1.25037e-08,4.59958e+00,992
1000,1.24868e-08,4.59954e+00,995
1100,1.24923e-08,4.59956e+00,998
1200,1.25037e-08,4.59958e+00,1001
1300,1.25162e-08,4.59956e+00,1004
1400,1.25135e-08,4.59980e+00,1007
1500,1.25013e-08,4.59960e+00,1009
1600,1.25052e-08,4.59964e+00,1012
1700,1.24772e-08,4.59961e+00,1015
1800,1.24904e-08,4.59965e+00,1018
1900,1.25081e-08,4.59972e+00,1021
2000,1.25088e-08,4.59963e+00,1023
0,1.49298e-08,4.59968e+00,1023
100,1.25797e-08,4.59959e+00,1026
200,1.25306e-08,4.59961e+00,1029
300,1.25347e-08,4.59966e+00,1032
400,1.25340e-08,4.59963e+00,1035
500,1.25413e-08,4.59970e+00,1038
600,1.25369e-08,4.59961e+00,1040
700,1.25518e-08,4.59976e+00,1043
800,1.25299e-08,4.59965e+00,1046
900,1.25426e-08,4.59971e+00,1049
1000,1.25247e-08,4.59953e+00,1052
1100,1.25210e-08,4.59965e+00,1055
1200,1.25228e-08,4.59957e+00,1058
1300,1.25290e-08,4.59968e+00,1060
1400,1.25144e-08,4.59974e+00,1063
1500,1.25161e-08,4.59960e+00,1066
1600,1.25082e-08,4.59967e+00,1069
1700,1.25080e-08,4.59963e+00,1072
1800,1.25247e-08,4.59971e+00,1075
1900,1.25502e-08,4.59967e+00,1078
2000,1.25382e-08,4.59958e+00,1081
0,1.31498e-08,4.59969e+00,1081
100,1.07820e-08,4.59960e+00,1084
200,1.07799e-08,4.59962e+00,1087
300,1.07517e-08,4.59965e+00,1089
400,1.07153e-08,4.59966e+00,1092
500,1.06910e-08,4.59963e+00,1095
600,1.07137e-08,4.59974e+00,1098
700,1.07185e-08,4.59964e+00,1101
800,1.07225e-08,4.59967e+00,1104
900,1.06969e-08,4.59962e+00,1107
1000,1.06999e-08,4.59961e+00,1109
1100,1.06915e-08,4.59963e+00,1112
1200,1.06944e-08,4.59967e+00,1115
1300,1.06737e-08,4.59966e+00,1118
1400,1.07054e-08,4.59958e+00,1121
1500,1.06903e-08,4.59961e+00,1124
1600,1.07148e-08,4.59964e+00,1126
1700,1.07060e-08,4.59973e+00,1129
1800,1.07054e-08,4.59970e+00,1132
1900,1.06790e-08,4.59970e+00,1135
2000,1.07144e-08,4.59958e+00,1138
0,1.30242e-08,4.59968e+00,1138
100,1.03241e-08,4.59961e+00,1141
200,1.02924e-08,4.59962e+00,1143
300,1.02840e-08,4.59967e+00,1146
400,1.02948e-08,4.59960e+00,1149
500,1.02864e-08,4.59972e+00,1152
600,1.02819e-08,4.59959e+00,1155
700,1.02895e-08,4.59966e+00,1157
800,1.02824e-08,4.59964e+00,1160
900,1.02811e-08,4.59967e+00,1163
1000,1.02944e-08,4.59962e+00,1166
1100,1.02796e-08,4.59963e+00,1169
1200,1.02699e-08,4.59962e+00,1171
1300,1.02658e-08,4.59963e+00,1174
1400,1.02560e-08,4.59962e+00,1177
1500,1.02685e-08,4.59965e+00,1180
1600,1.02693e-08,4.59963e+00,1182
1700,1.02642e-08,4.59963e+00,1185
1800,1.02575e-08,4.59967e+00,1188
1900,1.02567e-08,4.59962e+00,1191
2000,1.02607e-08,4.59956e+00,1193
0,1.18718e-08,4.59957e+00,1194
100,7.98576e-09,4.59962e+00,1196
200,7.84992e-09,4.59964e+00,1199
300,7.83048e-09,4.59965e+00,1202
400,7.82165e-09,4.59961e+00,1204
500,7.83085e-09,4.59964e+00,1207
600,7.82037e-09,4.59964e+00,1210
700,7.81353e-09,4.59959e+00,1213
800,7.79861e-09,4.59970e+00,1216
900,7.78455e-09,4.59958e+00,1219
1000,7.77644e-09,4.59967e+00,1222
1100,7.77498e-09,4.59964e+00,1224
1200,7.78448e-09,4.59966e+00,1227
1300,7.78050e-09,4.59967e+00,1230
1400,7.77430e-09,4.59968e+00,1233
1500,7.77019e-09,4.59965e+00,1236
1600,7.78540e-09,4.59965e+00,1239
1700,7.75767e-09,4.59965e+00,1242
1800,7.77392e-09,4.59970e+00,1245
1900,7.76786e-09,4.59965e+00,1248
2000,7.78049e-09,4.59963e+00,1250
0,9.74314e-09,4.59967e+00,1250
100,5.52255e-09,4.59964e+00,1253
200,5.48978e-09,4.59966e+00,1256
300,5.50512e-09,4.59966e+00,1259
400,5.46975e-09,4.59965e+00,1262
500,5.47073e-09,4.59966e+00,1265
600,5.47832e-09,4.59969e+00,1267
700,5.44972e-09,4.59962e+00,1270
800,5.44933e-09,4.59963e+00,1273
900,5.45228e-09,4.59967e+00,1276
1000,5.46964e-09,4.59961e+00,1279
1100,5.43981e-09,4.59963e+00,1281
1200,5.43317e-09,4.59963e+00,1284
1300,5.44476e-09,4.59960e+00,1287
1400,5.40166e-09,4.59964e+00,1290
1500,5.42215e-09,4.59961e+00,1292
1600,5.45386e-09,4.59964e+00,1295
1700,5.44896e-09,4.59961e+00,1298
1800,5.45615e-09,4.59965e+00,1301
1900,5.44668e-09,4.59960e+00,1304
2000,5.42645e-09,4.59962e+00,1307
0,2.34125e-09,4.59963e+00,1307
100,2.31627e-09,4.59964e+00,1310
200,2.28794e-09,4.59964e+00,1313
300,2.26376e-09,4.59964e+00,1316
400,2.24325e-09,4.59963e+00,1318
500,2.22985e-09,4.59964e+00,1321
600,2.21605e-09,4.59963e+00,1324
700,2.20530e-09,4.59963e+00,1327
800,2.19647e-09,4.59964e+00,1330
900,2.18962e-09,4.59964e+00,1333
1000,2.19001e-09,4.59964e+00,1335
1100,2.18145e-09,4.59964e+00,1338
1200,2.17301e-09,4.59964e+00,1341
1300,2.16537e-09,4.59964e+00,1344
1400,2.16628e-09,4.59964e+00,1347
1500,2.15821e-09,4.59963e+00,1350
1600,2.15881e-09,4.59964e+00,1352
1700,2.15443e-09,4.59963e+00,1355
1800,2.15299e-09,4.59963e+00,1358
1900,2.15188e-09,4.59964e+00,1361
2000,2.15229e-09,4.59964e+00,1364
