step,loss_function,target_value,elapsed_time
200,5.64535e-01,1.51827e-02,880
300,5.62837e-01,1.53168e-02,882
400,5.61113e-01,1.46601e-02,885
500,5.59388e-01,1.51950e-02,888
600,5.57717e-01,1.54815e-02,891
700,5.56057e-01,1.50093e-02,894
800,5.54354e-01,1.54355e-02,896
900,5.52666e-01,1.51061e-02,899
1000,5.51035e-01,1.45503e-02,902
0,5.61823e-01,1.44970e-02,902
100,5.60127e-01,1.46595e-02,905
200,5.58487e-01,1.52848e-02,908
300,5.56809e-01,1.52897e-02,910
400,5.55164e-01,1.55449e-02,913
500,5.53442e-01,1.55871e-02,916
600,5.51765e-01,1.52158e-02,919
700,5.50024e-01,1.49725e-02,921
800,5.48362e-01,1.46857e-02,924
900,5.46697e-01,1.57350e-02,927
1000,5.45073e-01,1.56204e-02,930
0,4.75195e-01,1.43552e-02,930
100,4.73779e-01,1.60499e-02,933
200,4.72377e-01,1.54192e-02,936
300,4.70979e-01,1.56403e-02,938
400,4.69576e-01,1.63432e-02,941
500,4.68182e-01,1.56771e-02,944
600,4.66770e-01,1.57589e-02,947
700,4.65380e-01,1.47729e-02,950
800,4.63983e-01,1.52924e-02,952
900,4.62592e-01,1.56286e-02,955
1000,4.61210e-01,1.48230e-02,958
0,5.02360e-01,1.51503e-02,958
100,5.00844e-01,1.53642e-02,961
200,4.99343e-01,1.55105e-02,964
300,4.97821e-01,1.50186e-02,966
400,4.96307e-01,1.46403e-02,969
500,4.94835e-01,1.45287e-02,972
600,4.93372e-01,1.50138e-02,975
700,4.91801e-01,1.43776e-02,977
800,4.90334e-01,1.39514e-02,980
900,4.88882e-01,1.34566e-02,983
1000,4.87476e-01,1.49233e-02,986
0,5.22117e-01,1.41577e-02,986
100,5.20565e-01,1.54845e-02,989
200,5.19026e-01,1.48293e-02,992
300,5.17463e-01,1.54515e-02,995
400,5.15913e-01,1.56502e-02,998
500,5.14374e-01,1.50895e-02,1000
600,5.12846e-01,1.42187e-02,1003
700,5.11305e-01,1.55148e-02,1006
800,5.09793e-01,1.59178e-02,1009
900,5.08231e-01,1.52357e-02,1012
1000,5.06668e-01,1.36879e-02,1015
0,4.88039e-01,1.39819e-02,1015
100,4.86567e-01,1.41230e-02,1018
200,4.85152e-01,1.39855e-02,1021
300,4.83735e-01,1.47047e-02,1023
400,4.82290e-01,1.44986e-02,1026
500,4.80820e-01,1.42654e-02,1029
600,4.79429e-01,1.47002e-02,1032
700,4.77942e-01,1.42683e-02,1035
800,4.76487e-01,1.38134e-02,1038
